A1BG--AGXT
AC053503.6--FLNA
AC053503.6--GSN
AC053503.6--KRT5
AC063976.3--ACSL6
AC063976.3--CTB-127M13.1
AC067959.1--AC011752.1
AC068831.6--CERK
AC072062.1--AC072062.3
AC073283.4--C2orf61
AC073283.4--CALM2
AC073283.4--MTO1
AC074391.1--RP11-418H16.1
AC079305.11--AC073636.1
AC079807.2--CH507-513H4.5
AC084219.4--PENK
AC092155.4--TMEM17
AC092635.1--AC016730.1
AC093388.3--NAB1
AC093838.4--PRR4
AC097713.3--GLI3
AC099850.1--VMP1
AC112497.1--CA5B
AC114765.2--AC114765.1
AC116366.7--NSD1
AC123023.1--LINC01811
AC139887.4--CPLX1
AC144449.1--SUCLG1
ACACA--C17orf75
ACACA--EGF
ACAD8--GLB1L3
ACAD8--KLK2
ACADL--KANSL1L
ACAP2--TP63
ACAP3--SMTN
ACAP3--SRRM2
ACBD5--UBA5
ACCS--CDH5
ACCS--EXT2
ACER1--MLLT1
ACER2--TOPORS
ACIN1--EPS15L1
ACLY--AC003958.2
ACO2--ATP1A1
ACO2--SNU13
ACOT11--MROH7
ACOT7--AL163953.3
ACOT8--TNNC2
ACP1--PGBD2
ACP1--UBAP2L
ACPP--CAT
ACPP--CHMP1A
ACPP--KLK3
ACPP--PPM1B
ACPP--SMAD2
ACPP--SRSF11
ACPP--VDAC2
ACRBP--LPAR5
ACSL1--CDO1
ACSL1--IVNS1ABP
ACSL1--SLC25A3
ACSL3--PSMD1
ACSS1--APMAP
ACSS2--SLC13A3
ACTA1--ANKRD1
ACTA1--CRYAB
ACTA1--DES
ACTA1--MT-ATP8
ACTA1--MT-CYB
ACTA1--MT-RNR2
ACTA1--MTATP8P1
ACTA1--MTCYBP4
ACTA1--MTRNR2L8
ACTA1--MYBPC3
ACTA1--MYL2
ACTA1--PGAM1
ACTA1--PHPT1
ACTA1--TNNT2
ACTA1--TPM1
ACTA1--hsa-mir-6723
ACTA2--ACTG1
ACTA2--MT-ND4L
ACTA2--VCL
ACTA2-AS1--ACTB
ACTA2-AS1--CH507-513H4.3
ACTA2-AS1--CH507-513H4.5
ACTB--ACTA2
ACTB--ALB
ACTB--ALDOA
ACTB--CD74
ACTB--CORO1A
ACTB--CSH1
ACTB--CSH2
ACTB--FN1
ACTB--GAPDH
ACTB--HBA2
ACTB--HLA-E
ACTB--HNRNPK
ACTB--IGF2
ACTB--IGHG1
ACTB--IGHM
ACTB--IGKC
ACTB--IGLL5
ACTB--KRT13
ACTB--KRT4
ACTB--KRT5
ACTB--KRT6A
ACTB--MTATP6P1
ACTB--MUC13
ACTB--NDUFAF1
ACTB--S100A9
ACTB--SMR3B
ACTB--SPARC
ACTB--SPRR3
ACTC1--DES
ACTC1--MYL2
ACTC1--TPM1
ACTG1--IGHG1
ACTG1--IGKC
ACTG1--IGLC2
ACTG1--PRB3
ACTG2--CSRP1
ACTG2--KRT13
ACTG2--MT-CO3
ACTG2--MT-ND1
ACTG2--MT-RNR2
ACTG2--RP11-159D12.5
ACTG2--SNX2
ACTG2--SYNPO2
ACTN1--KRT17
ACTN2--ACTG1
ACTN2--hsa-mir-6723
ACTN4--EEF1A1
ACTN4--EEF1A1P5
ACTN4--MRPL48
ACTN4--SMR3B
ACTN4--TG
ACTR2--UGP2
ACTR3C--RP11-728K20.1
ACVR2B--EXOG
ACVR2B--PRB3
ADAL--IGL@
ADAM12--CSH1
ADAM12--CSH2
ADAM19--CTB-47B11.3
ADAM28--STAG1
ADAMTS13--CACFD1
ADAMTS9-AS2--MITF
ADAMTSL3--RP11-382A20.3
ADAP1--SUN1
ADAP2--RNF135
ADAR--PRB2
ADCK4--NUMBL
ADCK5--CAPN8
ADCY9--CREBBP
ADGRE5--C11orf80
ADGRF3--UMOD
ADGRF5--CHMP1A
ADGRF5--SFTPA2
ADGRG1--TEAD2
ADH1A--FGG
ADH1B--ALB
ADH1B--MT-ATP8
ADH1B--SARM1
ADH4--ALB
ADIG--ARHGAP40
ADIPOR2--ANKH
ADNP--DSTN
ADORA1--LINC01353
ADRB3--TACC1
ADSL--SGSM3
AEN--ISG20
AES--KRT4
AES--PRB2
AF001548.5--DES
AF001548.5--HSPB6
AF001548.5--MT-ND1
AF001548.5--MT-ND2
AF001548.5--MT-ND4
AF001548.6--KRT6A
AF001548.6--MT-ND1
AF131217.1--LINC01695
AFDN--FGFR1OP
AFDN--RP11-517H2.6
AFF1--ARHGAP24
AFF1--KLHL8
AFF1--NUDT9
AFF1--RPL13A
AFF1--U2SURP
AFF1--WFS1
AFF3--C1D
AFF3--TSSC1
AFF4--HSPA4
AFG3L2--PIEZO2
AFG3L2--RNPC3
AFM--ACSM2A
AFM--ALB
AFM--SEC31A
AFTPH--SFTA3
AGAP1--UGT1A1
AGAP1--UGT1A10
AGAP1--UGT1A3
AGAP1--UGT1A4
AGAP1--UGT1A5
AGAP1--UGT1A6
AGAP1--UGT1A7
AGAP1--UGT1A8
AGAP1--UGT1A9
AGAP3--HOXD11
AGBL2--MTCH2
AGBL4--AGBL4-IT1
AGBL4--BEND5
AGER--EHBP1L1
AGER--SFTPC
AGFG2--SMR3B
AGGF1--LUC7L2
AGGF1--RAF1
AGPAT1--TG
AGPHD1--PSMA4
AGTPBP1--HNRNPK
AGXT--MTATP8P1
AGXT--ORM1
AHNAK--BRD4
AHNAK--ERO1A
AHNAK--IGK@
AHNAK--hsa-mir-6723
AHR--KCCAT333
AHSG--ITIH4
AHSG--KNG1
AHSG--MTATP8P1
AHSG--PPP2R1B
AHSG--RP5-966M1.6
AIF1L--NUP214
AIFM2--RP11-262I2.2
AJAP1--TCEAL8
AK3--RIC1
AK4--USP47
AKAP11--RP13-444H2.1
AKAP13--GOLGA6L9
AKAP13--RP11-152F13.8
AKAP13--SNRPN
AKAP13--SNURF
AKAP2--DST
AKAP2--HSDL2
AKAP7--APBB1
AKAP8--UPF1
AKAP8L--AKAP8
AKR1B1--PCNX3
AKR1B1--RPLP2
AKR1B1--RSPH3
AKR1B10--LYZ
AKT1--ACTG1
AKT3--SMYD3
AL109761.5--CHODL
AL121578.2--SYTL5
AL136419.6--KNG1
ALAD--SMR3B
ALAS2--HBA1
ALB--A2M
ALB--AC005943.2
ALB--ACAD9
ALB--ACSM2A
ALB--ADH1A
ALB--ADH1B
ALB--ADH5
ALB--AHSG
ALB--ALDH2
ALB--APOA1
ALB--APOC2
ALB--APOC3
ALB--APOC4
ALB--C1R
ALB--C1S
ALB--C3
ALB--C4B
ALB--C4BPA
ALB--C5
ALB--C9
ALB--CFH
ALB--CFHR1
ALB--CLU
ALB--CTB-50L17.10
ALB--CYP2E1
ALB--CYP3A5
ALB--EHD4
ALB--F5
ALB--FGA
ALB--FGB
ALB--FGG
ALB--FTCD
ALB--GAPDH
ALB--GATM
ALB--GC
ALB--H19
ALB--HP
ALB--HRG
ALB--HSD11B1
ALB--HSD17B13
ALB--HSP90B1
ALB--JCHAIN
ALB--KLKB1
ALB--KNG1
ALB--MAT1A
ALB--MGST1
ALB--MT-CO2
ALB--MTATP8P1
ALB--MTRNR2L12
ALB--ORM1
ALB--PLIN2
ALB--PLRG1
ALB--PTMS
ALB--RAP1GDS1
ALB--SEBOX
ALB--SERPINA1
ALB--SMIM14
ALB--TF
ALB--TRIM27
ALB--TTR
ALB--UGT2B10
ALB--UQCR11
ALB--hsa-mir-6723
ALDH1A1--ALB
ALDH1L1--ALB
ALDH3A2--SLC47A2
ALDH4A1--XXbac-BPG116M5.17
ALDH9A1--KRT13
ALDOA--CKM
ALDOA--PRH1
ALDOA--PRH2
ALDOA--PRR4
ALDOA--S100A8
ALDOA--SMR3B
ALDOA--hsa-mir-6723
ALDOB--ADGRG1
ALDOB--ADGRL1
ALDOB--ALB
ALDOB--CTIF
ALDOB--KNG1
ALDOB--MTATP8P1
ALDOB--PPP4R1L
ALDOB--RPL10
ALG13--CNBP
ALG14--CNN3
ALOX12--RNASEK
ALOX12--RNASEK-C17orf49
ALOX12-AS1--SORBS1
ALOX15--RN7SL2
AMBP--AGXT
AMBP--ALB
AMBP--HP
AMBP--TMEM176B
AMBP--TPP2
AMBP--VTN
AMBRA1--SLTM
AMMECR1--TMEM164
AMT--RHOA
AMY1A--HTN3
AMY1B--HTN3
AMY2A--CPA1
AMY2A--CPA2
AMY2A--CPB1
AMY2A--CTRC
AMY2A--GP2
AMY2A--PRSS3P2
AMY2B--CELA3B
AMY2B--PNLIP
AMY2B--PRSS1
AMYP1--CPA1
AMYP1--CPB1
ANAPC15--LAMTOR1
ANG--MTATP8P1
ANGPTL1--FKBP9
ANGPTL4--PLIN4
ANK2--MYH10
ANK3--TSC22D1
ANKFY1--RP11-47L3.1
ANKHD1--CYSTM1
ANKHD1-EIF4EBP3--CYSTM1
ANKIB1--AKAP9
ANKRD1--MTATP6P1
ANKRD1--MTRNR2L2
ANKRD1--MYL12A
ANKRD1--MYL2
ANKRD1--TNNT2
ANKRD1--hsa-mir-6723
ANKRD11--B2M
ANKRD12--NDUFV2
ANKRD12--SPIRE1
ANKRD13D--RPL29
ANKRD23--NEB
ANKRD29--MIR205HG
ANKRD34C-AS1--RASGRF1
ANKRD44--PSMD1
ANKRD46--NDRG1
ANO6--C11orf91
ANO6--CD59
ANO7--HDLBP
ANO7--KLK3
ANOS1--POLA1
ANPEP--IGHA1
ANPEP--hsa-mir-6723
ANXA1--DSG3
ANXA1--FUS
ANXA1--KRT13
ANXA1--KRT4
ANXA1--KRT6A
ANXA1--MAL2
ANXA1--NNT
ANXA1--RBM39
ANXA1--S100A8
ANXA1--SERPINB5
ANXA1--hsa-mir-6723
ANXA11--MTATP6P1
ANXA3--SIK1
ANXA6--TNIP1
ANXA9--MRPL9
AOC1--KLK3
AP000230.1--AP001596.6
AP000230.1--CYYR1-AS1
AP000275.65--EIF4G2
AP000318.2--WAC
AP000320.7--LINC00310
AP000320.7--WAC
AP000431.1--LINC00958
AP000487.5--MXI1
AP001372.2--POLD3
AP001596.6--CYYR1-AS1
AP1B1--AC025335.1
AP1B1--AP3D1
AP1G1--NTN1
AP1M2--CDKN2D
AP2A1--SMTN
AP2A2--KLK3
AP3S1--LVRN
AP4B1--PARP14
AP5S1--MAVS
APAF1--PPP1R12A
APC--HIPK3
APCDD1--SPIRE1
APH1A--IGHG1
APLP2--ANP32B
APLP2--ARHGAP32
APLP2--CANX
APLP2--CTNND1
APLP2--HSP90B1
APLP2--IGH@
APLP2--PTMA
APLP2--SFTPC
APOA1--AHSG
APOA1--ALB
APOA1--APOC3
APOA1--hsa-mir-6723
APOA1-AS--MT-CYB
APOA1-AS--MT-ND2
APOA1-AS--MT-ND4
APOA1-AS--MT-ND5
APOA1-AS--MT-RNR2
APOA4--MT-ND1
APOA4--MTATP8P1
APOA4--NFIC
APOB--AC011513.3
APOB--AGXT
APOB--CEACAM6
APOB--KNG1
APOC1--C3
APOC1--SERPINA1
APOC2--APOC1
APOC2--APOE
APOC2--CBLC
APOC3--ALB
APOC3--MTATP8P1
APOC3--MTRNR2L2
APOC3--SERPINA1
APOC4-APOC2--APOC1
APOC4-APOC2--APOE
APOC4-APOC2--CBLC
APOD--DHRS2
APOD--PIP
APOD--SMR3B
APOE--ALB
APOE--HP
APOH--ALB
APOH--AZGP1
APOH--C1S
APOH--MTATP6P1
APOH--MTATP8P1
APOL6--CHMP1A
APP--JAM2
APP--RACK1
APP--RPS4X
APP--YWHAE
APPL2--NDUFA12
APTR--RSBN1L
AQP10--ATP8B2
AQP3--BHLHE40
AQP3--KRT13
AQP3--S100A14
AQP3--SMR3B
AQP5--PRH1
AQP5--PRR4
AQP9--TMEM87A
AQR--VPS50
ARAP3--KRT81
AREL1--YLPM1
ARF3--FKBP11
ARFGAP1--UQCC1
ARFGEF2--SULF2
ARFIP1--SEL1L3
ARG1--FGG
ARGLU1--DES
ARHGAP1--ATG13
ARHGAP10--NFKB1
ARHGAP11A--SCG5
ARHGAP23--KRT1
ARHGAP24--RP11-778J15.1
ARHGAP24--WDFY3
ARHGAP26--RGCC
ARHGAP32--BARX2
ARHGAP44--MAGT1
ARHGAP6--KLK2
ARHGDIB--ERP27
ARHGEF10L--ACTG1
ARHGEF10L--DSP
ARHGEF10L--PPP2R2B
ARHGEF12--HARS
ARHGEF12--SLC9A6
ARHGEF26--NLGN1
ARHGEF28--ENC1
ARHGEF3--CTNNBL1
ARHGEF38--PPA2
ARHGEF5--OR2A4
ARHGEF5--OR2A7
ARHGEF7--NAXD
ARHGEF7--SFPQ
ARID1B--GDI2
ARID1B--RAB5A
ARID2--ACTB
ARID2--SCAF11
ARID3C--DCTN3
ARID4A--SRSF5
ARID4B--PRH1
ARID4B--PRH2
ARID4B--PRR4
ARIH1--C19orf71
ARIH1--PIAS1
ARIH1--ZNRF3
ARL15--NDUFS4
ARL15--TIAL1
ARL17A--MSI2
ARL5B-AS1--NSUN6
ARL6IP4--SFTPC
ARMC4--RP11-748L13.2
ARMC4P1--RP11-748L13.2
ARMC6--SLC25A42
ARMC7--PGS1
ARMC9--B3GNT7
ARMCX5-GPRASP2--GPRASP2
ARPC2--INO80D
ARPC4--MSMB
ARPC4--UMOD
ARPC4-TTLL3--IGH@
ARPC4-TTLL3--MSMB
ARPC4-TTLL3--UMOD
ARRDC1--EHMT1
ARSB--EDIL3
ARSG--PRKAR1A
ARSI--CAMK2A
ART4--SMCO3
ASAH1--AQP2
ASAH1--B2M
ASAH1--CTSB
ASAH1--KRT1
ASAP1--PTK2
ASB16-AS1--MTOR
ASB3--PDS5A
ASB5--SPARCL1
ASB7--LINC01578
ASB7--RP11-437B10.1
ASB8--MYH2
ASCC1--SPOCK2
ASCC2--SMARCB1
ASF1A--LINC01176
ASH1L--DDX5
ASNA1--BCAM
ASNSD1--ANKAR
ASS1--SERPINA1
ATAD3B--SSU72
ATE1--POLRMT
ATF2--CHN1
ATF2--SLC8A1-AS1
ATF3--UBC
ATF4--KRT13
ATF4--PRH1
ATF4--PRR4
ATF4--SMR3B
ATF5--MTATP8P1
ATF6B--SLC3A2
ATF7--UNK
ATF7IP--PLEKHA5
ATG16L1--CAPN2
ATG16L2--MLF2
ATG4B--PSMB1
ATG4B--SUGP2
ATG5--TTC17
ATL2--HNRNPLL
ATN1--SLC12A4
ATN1--SMR3B
ATP11A--RHOA
ATP11A--TUBGCP3
ATP1A1--B2M
ATP1A1--CLSTN1
ATP1A1--EGF
ATP1A1--GNAS
ATP1A1--NT5DC2
ATP1A1--PRR4
ATP1A1--PRSS1
ATP1A1--SLC12A1
ATP1A1-AS1--XPO1
ATP1A2--MYH2
ATP1B1--RP1-10C16.1
ATP2A2--PRPSAP1
ATP2A3--SMR3B
ATP2B4--SPTBN1
ATP2C1--BLOC1S5
ATP2C1--EEF1E1-BLOC1S5
ATP2C2--CSNK1E
ATP4A--DOK6
ATP4B--CNDP2
ATP4B--PFKM
ATP4B--PGA5
ATP5B--MTATP6P1
ATP5B--hsa-mir-6723
ATP5C1--MYH7
ATP5C1--hsa-mir-6723
ATP5G3--ALB
ATP5J--APP
ATP5J--OSBPL1A
ATP5J2-PTCD1--BHMT
ATP5L--hsa-mir-6723
ATP5SL--ETHE1
ATP6AP1--SMR3B
ATP6V0A1--ZNF780A
ATP6V0C--LMF1
ATP6V1A--CMSS1
ATP6V1A--NAA50
ATP6V1B2--RPS11
ATP6V1C1--AZIN1
ATP6V1E2--LINC01820
ATP6V1G2-DDX39B--CALM3
ATP8A1--METTL14
ATP8A2P1--POLI
ATP9A--NCOR2
ATR--NDUFB5
ATRN--KIF16B
ATXN1--NR3C2
ATXN1--PNRC1
ATXN1--RP1-151F17.1
ATXN7--PSMD6-AS2
ATXN7--THOC7
AZGP1--ALB
AZGP1--GJC3
AZGP1--MYH9
AZGP1--NNMT
AZGP1--PPA1
AZGP1--PRB2
AZGP1--PRH1
AZGP1--PRH2
AZGP1--PRR4
AZGP1--RP11-798K3.2
AZIN1--KLF10
AZIN1-AS1--ATP6V1C1
AZIN1-AS1--KB-1507C5.4
AZU1--HLA-E
B2M--ACOT7
B2M--ANXA2
B2M--ATP5B
B2M--ATP6V0C
B2M--GNAS
B2M--HBA1
B2M--IGHG1
B2M--IGHM
B2M--KBTBD11
B2M--KRT13
B2M--LYZ
B2M--MT-ND4
B2M--MTATP6P1
B2M--MUC7
B2M--PTMA
B2M--RP11-20I23.1
B2M--RPL5
B2M--RPL7A
B2M--RPL8
B2M--RPS6
B2M--S100A9
B2M--SMR3B
B3GALT5--AF064860.5
B3GALT5--IGSF5
B3GALT5--SERINC2
B3GLCT--APP
B3GNT4--IGH@
B3GNT5--KLHL24
B3GNT5--TIPARP
B4GALT1--BAG1
B4GALT1--NFX1
B4GALT4--IGSF11
B4GALT5--GNAS
B4GALT5--HNRNPUL1
B9D2--MIA-RAB4B
B9D2--RAB4B
B9D2--RAB4B-EGLN2
BAALC-AS1--BAALC-AS2
BACE2--FAM3B
BACH1--GRIK1-AS1
BACH1--USP49
BACH1-IT1--BACH1
BAG6--MTATP6P1
BAHCC1--ETV1
BAIAP2--ACTG1
BAIAP2--KDM6B
BAIAP2--RPTOR
BAIAP2L2--SLC16A8
BANK1--UBE2D3
BARX2--ARHGAP32
BARX2--PRCP
BAZ1A--DDX24
BAZ1A--FAM222B
BBOX1-AS1--SLC5A12
BBS9--BMPER
BBS9--PHF14
BBX--ANO6
BBX--IFT57
BCAM--GSN
BCAM--GYS1
BCAM--hsa-mir-6723
BCAP29--SLC26A4
BCAP31--SMR3B
BCAR1--PGA3
BCAR1--PGA4
BCAS3--TOM1L1
BCAS4--BCAS3
BCKDHB--RP11-218M22.1
BCKDHB--RP11-250B2.3
BCL2L11--AFMID
BCL2L11--CXCR4
BCL2L11--ITM2C
BCL2L12--PRMT1
BCL2L2--IGHM
BCL2L2-PABPN1--BPIFB1
BCL9L--SMR3B
BCR--ABL1
BDH1--IGF2
BDH1--SLC35B1
BDH1--TF
BDP1--LINC02197
BEND5--AGBL4
BEST1--CPA1
BEST1--EEF2
BEST1--PRB1
BEST1--SMR3B
BEST1--SPARC
BEST1--hsa-mir-6723
BHLHB9--LINC00630
BHLHE40--KRT13
BHMT--ALB
BHMT--HSPA4
BHMT--MYH9
BHMT2--HAO2
BHMT2--SLC2A9
BICC1--LINC00844
BICC1--MRPL28
BICD2--IPPK
BICDL1--CHMP1A
BICDL2--KRT4
BIRC6--ACTB
BIVM-ERCC5--SCEL
BLCAP--PYM1
BLK--FCHSD2
BLMH--VMP1
BLOC1S1--RDH5
BLOC1S5--TXNDC5
BLOC1S6--CRTC3
BLVRB--HBB
BMP7--PKIG
BMPR1B--PDLIM5
BMPR2--KRT10
BMPR2--QSER1
BMS1--CLCC1
BMS1P2--AGAP10
BNC2--C9orf92
BNIP2--PLPP1
BNIP2--UGDH
BOP1--KRT6A
BORA--QDPR
BORCS5--CREBL2
BPIFA2--LCN1
BPIFA2--MUC7
BPIFA2--PRB2
BPIFA2--PRB3
BPIFA2--PRH1
BPIFA2--PRH2
BPIFA2--PRR4
BPIFA2--SMR3B
BPIFA2--STATH
BPIFA2--ZG16B
BPTF--AMZ2
BRD2--CALR
BRD2--LPPR3
BRD8--NME5
BRDT--EPHX4
BRE--CNOT2
BRI3BP--UBC
BRK1--VHL
BRWD1--CHMP1A
BRWD1--IVNS1ABP
BRWD1--PGBD2
BSDC1--FAM229A
BSG--CDC34
BSG--CNN2
BSG--GNAS
BSG--SHC2
BTAF1--HNRNPH3
BTBD10--ACTR3B
BTBD3--PLCB4
BTBD9--ZFAND3
BTF3--NPM1
BTG2--BACH2
BTG4--POU2AF1
BTN2A3P--BTN3A3
BTNL9--HNRNPH1
BUB3--RP11-282I1.1
BZW2--MYH11
C10orf11--PDLIM1
C10orf11--RP11-367B6.2
C10orf11--ZEB1
C10orf53--SLC29A1
C10orf76--PARD3
C11orf31--CTNND1
C11orf54--ALDOB
C12orf42--TMPO
C12orf60--MT-ND1
C12orf65--CTSB
C12orf74--PLEKHG7
C12orf76--CYBA
C14orf105--PTPN2
C14orf159--FAM13B
C14orf2--CYB5D2
C15orf38-AP3S2--ADH1B
C15orf57--CBX3
C15orf57--IGF2
C16orf62--IQCK
C17orf104--DBF4B
C17orf47--SEPT004
C17orf62--NARF
C17orf74--TMEM102
C17orf76-AS1--GNAS
C17orf78--LSS
C17orf78--NFAT5
C17orf80--LINC01483
C17orf99--SYNGR2
C18orf25--RP11-729L2.2
C18orf25--SMAD4
C19orf25--DAZAP1
C19orf47--PGA3
C19orf53--ATG16L2
C19orf70--ERGIC1
C1D--DDX19B
C1QA--CD74
C1QA--IGHG1
C1QA--IGHM
C1QA--IGKC
C1QB--IGHM
C1QTNF7--MGMT
C1R--IGHG1
C1R--ITIH4
C1R--MTATP8P1
C1R--RP5-966M1.6
C1RL--C1S
C1RL--CHMP7
C1RL--TAMM41
C1RL-AS1--CLSTN3
C1RL-AS1--RBP5
C1S--ALDOB
C1S--C3
C1S--CYP2E1
C1S--F5
C1S--FTL
C1S--HP
C1S--LUM
C1orf100--COX7A2L
C1orf132--UCK2
C1orf159--SSU72
C1orf186--LINC01320
C1orf186--TMEM200A
C1orf198--AGT
C1orf198--RP11-99J16__A.2
C1orf220--RP5-1098D14.1
C1orf43--RAB11B
C1orf51--MRPS21
C2--FGB
C20orf197--MIR646HG
C20orf24--DHRS11
C21orf59--EIF4G2
C22orf23--MICALL1
C22orf29--DNTTIP1
C22orf39--IGH@
C2CD3--UCP3
C2CD5--CACNA1C
C2orf40--MT-ND4L
C2orf49--RN7SL619P
C2orf54--KRT4
C2orf61--BRD2
C2orf61--NOTCH1
C2orf61--PHF21A
C2orf61--PSPC1
C2orf76--AC008079.10
C3--A1BG
C3--ADH4
C3--ALB
C3--ANPEP
C3--APOC1
C3--APOC2
C3--APOC4-APOC2
C3--CTD-2619J13.8
C3--CYP2E1
C3--IGF2
C3--MTATP6P1
C3--MTATP8P1
C3--PRODH2
C3--SFTPC
C3--TNFSF14
C3--hsa-mir-6723
C4B--TFR2
C4BPB--CFH
C4orf19--TMCO3
C4orf36--RP11-542G1.1
C4orf36--SLC10A6
C4orf40--MUC7
C4orf40--PRH2
C4orf40--SMR3B
C5--ALB
C5orf42--MDK
C5orf45--IGF2
C5orf46--SPINK1
C5orf56--NSD1
C5orf56--RAD50
C5orf56--RBM26
C6--C3
C6orf106--SPDEF
C7--CD99L2
C7orf50--SPRY1
C8A--ADH1B
C8A--C8B
C8orf4--PRH1
C8orf4--PRR4
C9--APP
C9orf24--KIAA1161
C9orf3--KLHL5
C9orf3--NFIL3
C9orf3--RABGAP1
C9orf3--RHEB
C9orf3--SFPQ
C9orf72--MOB3B
C9orf78--LYZ
CA10--CAMSAP3
CA12--SPTBN1
CA12--TSPAN3
CA5BP1--CA5B
CA6--B2M
CA6--HTN1
CA6--IGHA1
CA6--PRB3
CA6--PRB4
CA6--PRH2
CA6--PRR4
CA6--SMR3B
CA6--STATH
CA6--ZG16B
CAB39--AGAP1
CAB39--TRIP12
CACNA2D1--WASL
CACNA2D3--INTS4
CACNB1--MED24
CACNB2--ANKRD16
CADM3-AS1--AIM2
CADM4--ZNF428
CADPS2--MDFIC
CADPS2--RNF148
CALCOCO1--IGF2
CALCOCO1--IGH@
CALD1--MT-CO3
CALD1--MYL9
CALD1--USP25
CALM2--BRD2
CALM2--EPAS1
CALM2--NOTCH1
CALM2--PHF21A
CALM2--PSPC1
CALML4--GPHN
CALR--PTMA
CALR--RPLP0
CALR--SMR3B
CALR--TG
CALR3--EPS15L1
CAMK2G--NDST2
CAMTA1--CAMTA1-IT1
CAMTA2--RCBTB1
CAND1--RAP1B
CANX--MAML1
CANX--SNF8
CAPN10--CERS6
CAPN12--BMS1
CAPN14--EHD3
CAPN15--FTCD
CAPN15--TMEM8A
CAPN2--HNRNPDL
CAPN7--RAB10
CAPNS1--DEFA1
CAPNS1--DEFA1B
CAPNS1--MT-CO3
CAPNS1--SMR3B
CAPRIN1--KDM5A
CAPS--VMAC
CAPZA1--CYP27A1
CARM1--TMEM185A
CARMN--ARHGEF10L
CASC4--B2M
CASD1--SGCE
CASP10--THAP4
CAST--HMGN3
CASZ1--DDB1
CASZ1--GNAS
CAV1--CAV2
CBFB--CABLES1
CBLB--NDUFS1
CBLB--TLE1
CBX5--TMBIM6
CBX5--UMOD
CBY1--TOMM22
CCDC102B--BOP1
CCDC107--KIF1C
CCDC107--ZKSCAN1
CCDC122--ENOX1
CCDC130--EXOC7
CCDC14--KRT5
CCDC144NL--NBEAP1
CCDC15--SLC37A2
CCDC152--ALB
CCDC152--KRT4
CCDC152--MTATP8P1
CCDC152--SEC62
CCDC152--hsa-mir-6723
CCDC159--DKFZP761J1410
CCDC169--SOHLH2
CCDC169-SOHLH2--hsa-mir-6723
CCDC18-AS1--TMED5
CCDC34--BBOX1-AS1
CCDC36--RHOA
CCDC57--C14orf79
CCDC6--ANK3
CCDC68--MBD2
CCDC7--MAP3K4
CCDC74A--PTPN12
CCDC77--B4GALNT3
CCDC85C--IGH@
CCDC85C--RP11-2E11.5
CCDC92--RFLNA
CCL21--IGHM
CCL28--SMR3B
CCL5--SMR3B
CCM2L--HCK
CCND3--FKBP8
CCND3--MED20
CCNJ--PCBP2
CCNJ--RP11-793H13.8
CCNL2--IGH@
CCNT2-AS1--TMEM163
CCNY--CREM
CCNY--GNAS
CCNY--PMP22
CCSER2--CD163
CCSER2--PSAP
CCT2--ZFC3H1
CD151--TG
CD164--GNAS
CD1B--RP11-404O13.5
CD22--ACTB
CD34--hsa-mir-6723
CD4--LEPREL2
CD44--IGH@
CD55--CD46
CD55--FERMT2
CD55--FSBP
CD55--PRH1
CD55--PRR4
CD55--RAD54B
CD63--SFTPC
CD68--MPDU1
CD68--MT-ND5
CD74--ASPH
